,source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
84,,9to5Mac,Ryan Christoffel,Three ways Apple is now benefiting from DeepSeek’s early AI success,"DeepSeek is quickly shaking up the state of AI in the US, but while several of Apple’s competitors deal with negative fallout, Apple is—for now at least—benefiting from DeepSeek in three ways.



 more…",https://9to5mac.com/2025/01/27/apple-benefiting-from-deepseeks-early-ai-success/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/01/deepseek-top-charts.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-01-27 19:51:13+00:00,"DeepSeek is quickly shaking up the state of AI in the US, but while several of Apples competitors deal with negative fallout, Apple isfor now at leastbenefiting from DeepSeek in three ways.
Apple fo… [+2135 chars]"
85,,Xataka.com,Juan Carlos López,NVIDIA ha perdido 400.000 millones en valor de mercado. La puntilla se la ha dado la IA china DeepSeek,"Es la noticia del día. Y, quizá, de la semana. El modelo de inteligencia artificial (IA) chino de código abierto DeepSeek R1 está provocando un terremoto en las tecnológicas estadounidenses. Y lo está haciendo debido a su naturaleza abierta. No obstante, su m…",https://www.xataka.com/empresas-y-economia/nvidia-esta-a-punto-perder-350-000-millones-valor-mercado-puntilla-se-ha-dado-ia-china-deepseek,https://i.blogs.es/8457cd/nvidiab200-ap/840_560.jpeg,2025-01-27 14:52:00+00:00,"Es la noticia del día. Y, quizá, de la semana. El modelo de inteligencia artificial (IA) chino de código abierto DeepSeek R1 está provocando un terremoto en las tecnológicas estadounidenses. Y lo est… [+3985 chars]"
86,,Xataka.com,Javier Lacort,"China contraataca en la guerra de la IA: su nuevo modelo abierto iguala a Claude y GPT-4, y lo está regalando","El laboratorio chino DeepSeek ha lanzado R1, un modelo de IA especializado en razonamiento que alcanza o supera el rendimiento de los modelos más avanzados de OpenAI en pruebas clave de matemáticas y programación, según reporta TechCrunch.
<!-- BREAK 1 -->
Po…",https://www.xataka.com/robotica-e-ia/china-contraataca-guerra-ia-su-nuevo-modelo-abierto-iguala-a-claude-gpt-4-esta-regalando,https://i.blogs.es/f3b43e/r1/840_560.jpeg,2025-01-21 12:45:47+00:00,"El laboratorio chino DeepSeek ha lanzado R1, un modelo de IA especializado en razonamiento que alcanza o supera el rendimiento de los modelos más avanzados de OpenAI en pruebas clave de matemáticas y… [+2247 chars]"
87,,Qodo.ai,Itamar Friedman,"Announcing support for DeepSeek-R1 in our IDE plugin, self-hosted by Qodo",Read how DeepSeek-R1 compares to OpenAI o1 and other leading LLMs. See how R1 in action for code & test generation with R1 support added to Qodo Gen.,https://www.qodo.ai/blog/qodo-gen-adds-self-hosted-support-for-deepseek-r1/,https://www.qodo.ai/wp-content/uploads/2025/01/R1.png,2025-01-27 08:38:24+00:00,"Since the release of OpenAI o1 (and the impending release of o3), it has been regarded as the leading LLM with the ability to reason and reflect, bringing AI closer to System 2 thinking. While models… [+4275 chars]"
88,,Composio.dev,Sunil Kumar Dash,Notes on the New Deepseek v3,"In this blog we go thorough the new Deepseek v3 and compare it with GPT-4o and 3.5 Sonnet across reasoning, math, coding, & writing tasks.",https://composio.dev/blog/notes-on-new-deepseek-v3/,https://composio.dev/wp-content/uploads/2025/01/notes-on-deepseek-v3.png,2025-01-02 16:30:25+00:00,"Deepseek released their flagship model, v3, a 607B mixture-of-experts model with 37B active parameters. Currently, it is the best open-source model, beating Llama 3.1 405b, Qwen, and Mistral. It is o… [+13032 chars]"
89,,Yahoo Entertainment,,"What is DeepSeek, the Chinese AI tool topping app charts? | Morning in America",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a356e6ca-058e-4c58-b760-1fe37fce6dc5,,2025-01-28 12:30:56+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
90,,Genbeta.com,Bárbara Bécares,"El éxito de DeepSeek es una lección para millones de empresas: han apostado todo por la Generación Z, con poca experiencia","La reciente presentación de DeepSeek R1, una inteligencia artificial hecha en China revolucionó el mercado global. Deepseek ha hecho caer las acciones de Nvidia, una de las empresas líderes del sector de la IA y pudimos comprobar sus increíbles capacidades en…",https://www.genbeta.com/actualidad/exito-deepseek-leccion-para-millones-empresas-han-apostado-todo-generacion-z-poca-experiencia,https://i.blogs.es/41f487/1200_800-3-/840_560.jpeg,2025-01-28 16:08:18+00:00,"La reciente presentación de DeepSeek R1, una inteligencia artificial hecha en China revolucionó el mercado global. Deepseek ha hecho caer las acciones de Nvidia, una de las empresas líderes del secto… [+9399 chars]"
91,,9to5Mac,Zac Hall,"9to5Neural: DeepSeek explained, deep NVIDIA losses, AI privacy claim debunked",Welcome to 9to5Neural. AI moves fast. We help you keep up. Last week we mentioned that American AI firms are seeing deep competition from DeepSeek R1 out of China. Today DeepSeek’s impact has reached Wall Street as NVIDIA stock drops 17%. Let’s take a closer …,https://9to5mac.com/2025/01/27/9to5neural-deepseek-explained-deep-nvda-losses-ai-privacy-claim-debunked/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/01/neural.webp?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-01-28 02:04:40+00:00,Welcome to 9to5Neural. AI moves fast. We help you keep up. Last week we mentioned that American AI firms are seeing deep competition from DeepSeek R1 out of China. Today DeepSeek’s impact has reached… [+7861 chars]
92,,Genbeta.com,Antonio Vallejo,Este modelo de IA chino ha puesto patas arriba a toda la industria por dos razones: es gratis y está al nivel de ChatGPT,Estados Unidos está realizando grandes esfuerzos en lo que respecta a mantener el liderato dentro del segmento de la inteligencia artificial generativa. El país cuenta con gigantes tecnológicos enfocados en lanzar al mercado modelos de lenguaje cada vez más p…,https://www.genbeta.com/actualidad/este-modelo-ia-chino-ha-puesto-patas-arriba-a-toda-industria-dos-razones-gratis-esta-al-nivel-chatgpt,https://i.blogs.es/8ae9f5/marvin-meyer-syto3xs06fu-unsplash-2/840_560.jpeg,2025-01-24 11:18:12+00:00,Estados Unidos está realizando grandes esfuerzos en lo que respecta a mantener el liderato dentro del segmento de la inteligencia artificial generativa. El país cuenta con gigantes tecnológicos enfoc… [+5928 chars]
93,time,Time,Zen Soo / AP,DeepSeek Has Rattled the AI Industry. Here’s a Look at Other Chinese AI Models,DeepSeek's R1 has rattled the AI industry. Here's a quick look at China's other leading AI models.,https://time.com/7210521/deepseek-chinese-ai-models/,https://api.time.com/wp-content/uploads/2025/01/GettyImages-2195806422.jpg?quality=85&w=1024&h=628&crop=1,2025-01-28 11:12:32+00:00,"HONG KONG The Chinese artificial intelligence firm DeepSeek has rattled markets with claims that its latest AI model, R1, performs on a par with those of OpenAI, despite using less advanced computer … [+3595 chars]"
94,,Genbeta.com,Marcos Merino,"Un jefe de OpenAI ve ""exagerada"" la repercusión de DeepSeek: ""han llegado de manera independiente a las mismas ideas que nosotros""","La irrupción de DeepSeek y su modelo DeepSeek R1 ha generado un terremoto en la industria de la IA. Este modelo chino de código abierto no solo ha captado la atención mediática, sino que también ha provocado un impacto significativo en los mercados, afectando…",https://www.genbeta.com/inteligencia-artificial/jefe-openai-ve-exagerada-repercusion-deepseek-han-llegado-manera-independiente-a-mismas-ideas-que-nosotros,https://i.blogs.es/683d41/9405b09a9b80579f281dfe0e4773dbb9/840_560.jpeg,2025-01-28 21:06:52+00:00,"La irrupción de DeepSeek y su modelo DeepSeek R1 ha generado un terremoto en la industria de la IA. Este modelo chino de código abierto no solo ha captado la atención mediática, sino que también ha p… [+3831 chars]"
95,,Genbeta.com,José Alberto Lizana,"DeepSeek: qué es, cómo funciona y todo lo que necesitas saber para usar esta inteligencia artificial","El modelo de inteligencia artificial DeepSeek, propiedad de la empresa del mismo nombre, ha despertado un gran interés entre los usuarios  y sin duda es uno de 'los temas' del principios de 2025 por su gran repercusión. Es tal que superó a ChatGPT en los prim…",https://www.genbeta.com/a-fondo/deepseek-que-como-funciona-todo-que-necesitas-saber-para-usar-esta-inteligencia-artificial,https://i.blogs.es/ea130b/deepseek-logo/840_560.jpeg,2025-01-27 13:11:40+00:00,"El modelo de inteligencia artificial DeepSeek, propiedad de la empresa del mismo nombre, ha despertado un gran interés entre los usuarios  y sin duda es uno de 'los temas' del principios de 2025 por … [+6312 chars]"
96,,heise online,Eva-Maria Weiß,Deepseek veröffentlicht multimodales Modell Janus-Pro,Noch mehr Konkurrenz für das Silicon Valley: Deepseek aus China kann auch mit Dall-E und Stable Diffusion mithalten.,https://www.heise.de/news/Deepseek-veroeffentlicht-multimodales-Modell-Janus-Pro-10258490.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/8/8/5/3/4/Bildschirmfoto_2025-01-28_um_07.52.41-ab245ed19d0ae031.png,2025-01-28 07:06:00+00:00,"Das chinesische KI-Unternehmen Deepseek, das gerade die KI-Welt und Börse zum Wanken bringt, veröffentlicht nun auch noch einen Bildgenerator beziehungsweise ein neues Modell aus der multimodalen Mod… [+2009 chars]"
97,,Genbeta.com,José Alberto Lizana,Enfrentamos a DeepSeek contra ChatGPT: sorprende con sus resultados y nos hace dudar si merece pagar ChatGPT Plus,"Estamos viviendo un momento apabullante de la inteligencia artificial donde ya hay una gran competencia en el terreno entre diferentes empresas. Y también países. Pese a que nadie ponía en duda que ChatGPT lideraba en este campo, en los últimos días ha llegad…",https://www.genbeta.com/a-fondo/enfrentamos-a-deepseek-chatgpt-sorprende-sus-resultados-nos-hace-dudar-merece-pagar-chatgpt-plus,https://i.blogs.es/87cd61/comparativa-/840_560.jpeg,2025-01-27 11:32:19+00:00,Estamos viviendo un momento apabullante de la inteligencia artificial donde ya hay una gran competencia en el terreno entre diferentes empresas. Y también países. Pese a que nadie ponía en duda que C… [+8450 chars]
98,,Genbeta.com,José Alberto Lizana,"Si usas DeepSeek en su web o app, envías tus datos a China. Así puedes usar esta IA con más privacidad y menos censura",El tema del momento en el campo tecnológico sin duda es DeepSeek. Un chatbot de IA que llega directamente desde China que se ha enfrentado directamente a ChatGPT dando un resultado realmente bueno y con un mayor rendimiento. Algo que ha amenazado el dominio d…,https://www.genbeta.com/inteligencia-artificial/usas-deepseek-su-web-app-envias-tus-datos-a-china-asi-puedes-usar-esta-ia-privacidad-censura,https://i.blogs.es/312420/vitaly-gariev-vjq1fqqxgo8-unsplash/840_560.jpeg,2025-01-28 08:41:30+00:00,El tema del momento en el campo tecnológico sin duda es DeepSeek. Un chatbot de IA que llega directamente desde China que se ha enfrentado directamente a ChatGPT dando un resultado realmente bueno y … [+5631 chars]
